Date,Open,High,Low,Close,Adj Close,Volume
2011-12-19,2.460000,2.790000,2.460000,2.695000,2.695000,5837
2011-12-20,2.695000,3.360000,2.695000,3.124000,3.124000,6033
2011-12-21,3.124000,3.120000,2.960000,3.015000,3.015000,4872
2011-12-22,3.015000,3.118000,2.764000,3.000000,3.000000,2465
2011-12-23,3.000000,3.088000,2.930000,3.070000,3.070000,8783
2011-12-24,3.070000,3.065000,3.020000,3.020000,3.020000,453
2011-12-25,3.020000,3.345000,2.960000,3.280000,3.280000,3260
2011-12-26,3.280000,3.332000,2.999000,3.120000,3.120000,2070
2011-12-27,3.120000,3.187000,3.034000,3.110000,3.110000,9101
2011-12-28,3.110000,3.280000,3.100000,3.280000,3.280000,3032
2011-12-29,3.280000,3.300000,3.210000,3.210000,3.210000,589
2011-12-30,3.210000,3.378000,3.211000,3.378000,3.378000,10277
2011-12-31,3.378000,3.820000,3.300000,3.548000,3.548000,3262
2012-01-01,3.548000,4.210000,3.553000,4.107000,4.107000,5343
2012-01-02,4.107000,4.300000,3.802000,4.018000,4.018000,5193
2012-01-03,4.018000,4.151000,3.621000,3.700000,3.700000,7032
2012-01-04,3.700000,4.411000,3.700000,4.234000,4.234000,9072
2012-01-05,4.234000,5.469000,4.224000,5.469000,5.469000,14582
2012-01-06,5.469000,5.711000,4.900000,5.200000,5.200000,18117
2012-01-07,5.200000,5.360000,4.935000,5.250000,5.250000,2535
2012-01-08,5.250000,5.500000,5.283000,5.432000,5.432000,1883
2012-01-09,5.432000,5.600000,4.665000,4.900000,4.900000,7380
2012-01-10,4.900000,5.280000,4.831000,5.200000,5.200000,12459
2012-01-11,5.200000,5.534000,5.086000,5.500000,5.500000,12300
2012-01-12,5.500000,5.591000,5.100000,5.280000,5.280000,10690
2012-01-13,5.280000,5.360000,5.100000,5.151000,5.151000,5647
2012-01-14,5.151000,5.453000,4.998000,5.310000,5.310000,21249
2012-01-15,5.310000,5.560000,5.300000,5.429000,5.429000,7272
2012-01-16,5.429000,5.600000,5.125000,5.165000,5.165000,10944
2012-01-17,5.165000,5.500000,3.724000,4.450000,4.450000,23233
2012-01-18,4.450000,5.320000,4.096000,4.508000,4.508000,9023
2012-01-19,4.508000,4.980000,4.498000,4.950000,4.950000,16659
2012-01-20,4.950000,5.200000,4.879000,5.050000,5.050000,10056
2012-01-21,5.050000,5.076000,4.763000,4.802000,4.802000,8710
2012-01-22,4.802000,5.010000,4.801000,5.000000,5.000000,5806
2012-01-23,5.000000,5.037000,4.764000,4.930000,4.930000,3861
2012-01-24,4.930000,4.969000,4.800000,4.953000,4.953000,3138
2012-01-25,4.953000,4.927000,4.300000,4.540000,4.540000,21052
2012-01-26,4.540000,4.590000,4.194000,4.237000,4.237000,6383
2012-01-27,4.237000,4.219000,3.940000,4.057000,4.057000,10238
2012-01-28,4.057000,4.437000,3.907000,4.402000,4.402000,6980
2012-01-29,4.402000,4.312000,4.081000,4.137000,4.137000,4921
2012-01-30,4.137000,4.300000,4.106000,4.294000,4.294000,2337
2012-01-31,4.294000,4.340000,4.207000,4.251000,4.251000,2033
2012-02-01,4.251000,4.699000,4.147000,4.699000,4.699000,5626
2012-02-02,4.699000,4.777000,4.500000,4.674000,4.674000,8465
2012-02-03,4.674000,4.670000,4.479000,4.650000,4.650000,2561
2012-02-04,4.650000,4.620000,4.500000,4.530000,4.530000,873
2012-02-05,4.530000,4.530000,4.200000,4.380000,4.380000,3536
2012-02-06,4.380000,4.416000,4.143000,4.143000,4.143000,7708
2012-02-07,4.143000,4.400000,4.230000,4.392000,4.392000,5512
2012-02-08,4.392000,4.450000,4.138000,4.280000,4.280000,8867
2012-02-09,4.280000,4.401000,4.273000,4.400000,4.400000,2360
2012-02-10,4.400000,4.589000,4.361000,4.564000,4.564000,5829
2012-02-11,4.564000,4.614000,4.303000,4.345000,4.345000,7549
2012-02-12,4.345000,4.461000,4.160000,4.282000,4.282000,5131
2012-02-13,4.282000,4.310000,4.047000,4.090000,4.090000,3382
2012-02-14,4.090000,4.087000,3.220000,3.451000,3.451000,22253
2012-02-15,3.451000,3.698000,3.200000,3.200000,3.200000,9333
2012-02-16,3.200000,3.453000,3.055000,3.304000,3.304000,12103
2012-02-17,3.304000,3.580000,3.292000,3.292000,3.292000,5096
2012-02-18,3.292000,3.478000,3.205000,3.290000,3.290000,4493
2012-02-19,3.290000,3.457000,3.205000,3.407000,3.407000,2458
2012-02-20,3.407000,3.441000,3.300000,3.372000,3.372000,4188
2012-02-21,3.372000,3.391000,3.184000,3.250000,3.250000,5597
2012-02-22,3.250000,3.500000,3.260000,3.464000,3.464000,11880
2012-02-23,3.464000,3.991000,3.437000,3.782000,3.782000,4178
2012-02-24,3.782000,3.869000,3.650000,3.851000,3.851000,9981
2012-02-25,3.851000,3.874000,3.557000,3.557000,3.557000,4381
2012-02-26,3.557000,3.810000,3.567000,3.670000,3.670000,3432
2012-02-27,3.670000,3.801000,3.688000,3.761000,3.761000,1708
2012-02-28,3.761000,3.790000,3.616000,3.636000,3.636000,5282
2012-02-29,3.636000,3.732000,3.600000,3.709000,3.709000,9831
2012-03-01,3.709000,3.798000,3.710000,3.752000,3.752000,6759
2012-03-02,3.752000,3.800000,3.420000,3.528000,3.528000,5505
2012-03-03,3.528000,3.640000,3.427000,3.557000,3.557000,1529
2012-03-04,3.557000,3.750000,3.519000,3.700000,3.700000,1573
2012-03-05,3.700000,3.835000,3.638000,3.743000,3.743000,3766
2012-03-06,3.743000,3.900000,3.655000,3.840000,3.840000,6866
2012-03-07,3.840000,3.889000,3.695000,3.834000,3.834000,2667
2012-03-08,3.834000,3.850000,3.714000,3.816000,3.816000,7472
2012-03-09,3.816000,3.828000,3.714000,3.788000,3.788000,4841
2012-03-10,3.788000,3.803000,3.568000,3.700000,3.700000,6631
2012-03-11,3.700000,3.773000,3.563000,3.710000,3.710000,1764
2012-03-12,3.710000,3.808000,3.602000,3.650000,3.650000,4920
2012-03-13,3.650000,4.060000,3.650000,4.055000,4.055000,7262
2012-03-14,4.055000,4.260000,4.010000,4.230000,4.230000,5346
2012-03-15,4.230000,4.260000,4.010000,4.109000,4.109000,3810
2012-03-16,4.109000,4.221000,4.010000,4.195000,4.195000,7721
2012-03-17,4.195000,4.209000,3.979000,4.083000,4.083000,4656
2012-03-18,4.083000,4.136000,4.016000,4.100000,4.100000,2754
2012-03-19,4.100000,4.119000,3.500000,3.590000,3.590000,10077
2012-03-20,3.590000,3.774000,3.590000,3.757000,3.757000,5327
2012-03-21,3.757000,3.755000,3.636000,3.636000,3.636000,3748
2012-03-22,3.636000,3.762000,3.567000,3.602000,3.602000,8784
2012-03-23,3.602000,3.712000,3.567000,3.620000,3.620000,8802
2012-03-24,3.620000,3.651000,3.557000,3.590000,3.590000,4606
2012-03-25,3.590000,3.599000,3.322000,3.440000,3.440000,7622
2012-03-26,3.440000,3.631000,3.352000,3.530000,3.530000,10621
2012-03-27,3.530000,3.709000,3.469000,3.709000,3.709000,7968
2012-03-28,3.709000,3.710000,3.591000,3.633000,3.633000,9564
2012-03-29,3.633000,3.699000,3.600000,3.695000,3.695000,6808
2012-03-30,3.695000,3.745000,3.600000,3.745000,3.745000,4577
2012-03-31,3.745000,3.745000,3.680000,3.735000,3.735000,1277
2012-04-01,3.735000,3.735000,3.620000,3.660000,3.660000,4004
2012-04-02,3.660000,3.820000,3.623000,3.820000,3.820000,3825
2012-04-03,3.820000,3.825000,3.623000,3.809000,3.809000,6308
2012-04-04,3.809000,3.818000,3.724000,3.797000,3.797000,1158
2012-04-05,3.797000,3.840000,3.704000,3.819000,3.819000,5670
2012-04-06,3.819000,3.890000,3.700000,3.700000,3.700000,10792
2012-04-07,3.700000,3.870000,3.676000,3.676000,3.676000,4367
2012-04-08,3.676000,3.734000,3.626000,3.722000,3.722000,2139
2012-04-09,3.722000,3.756000,3.646000,3.730000,3.730000,1805
2012-04-10,3.730000,3.786000,3.646000,3.710000,3.710000,2402
2012-04-11,3.710000,3.850000,3.690000,3.820000,3.820000,7238
2012-04-12,3.820000,3.829000,3.744000,3.800000,3.800000,2227
2012-04-13,3.800000,3.815000,3.690000,3.800000,3.800000,5820
2012-04-14,3.800000,3.850000,3.710000,3.850000,3.850000,1950
2012-04-15,3.850000,3.850000,3.738000,3.800000,3.800000,2121
2012-04-16,3.800000,3.880000,3.705000,3.863000,3.863000,1325
2012-04-17,3.863000,3.919000,3.708000,3.900000,3.900000,13244
2012-04-18,3.900000,4.010000,3.850000,3.985000,3.985000,23109
2012-04-19,3.985000,4.038000,3.860000,3.980000,3.980000,7324
2012-04-20,3.980000,4.090000,3.970000,4.050000,4.050000,9628
2012-04-21,4.050000,4.100000,3.960000,4.006000,4.006000,2605
2012-04-22,4.006000,4.078000,3.915000,4.009000,4.009000,1109
2012-04-23,4.009000,4.027000,3.840000,3.840000,3.840000,5330
2012-04-24,3.840000,3.999000,3.829000,3.920000,3.920000,8133
2012-04-25,3.920000,3.998000,3.910000,3.998000,3.998000,2247
2012-04-26,3.998000,3.980000,3.855000,3.953000,3.953000,7611
2012-04-27,3.953000,3.956000,3.855000,3.950000,3.950000,12012
2012-04-28,3.950000,3.946000,3.755000,3.830000,3.830000,15984
2012-04-29,3.830000,3.824000,3.762000,3.800000,3.800000,731
2012-04-30,3.800000,3.843000,3.762000,3.827000,3.827000,2123
2012-05-01,3.827000,3.854000,3.755000,3.840000,3.840000,1319
2012-05-02,3.840000,3.920000,3.810000,3.810000,3.810000,3556
2012-05-03,3.810000,3.915000,3.800000,3.851000,3.851000,4417
2012-05-04,3.851000,4.005000,3.873000,3.971000,3.971000,6820
2012-05-05,3.971000,3.970000,3.890000,3.920000,3.920000,4184
2012-05-06,3.920000,3.965000,3.848000,3.942000,3.942000,7200
2012-05-07,3.942000,3.957000,3.863000,3.900000,3.900000,5303
2012-05-08,3.900000,3.940000,3.851000,3.911000,3.911000,2633
2012-05-09,3.911000,3.990000,3.897000,3.969000,3.969000,7206
2012-05-10,3.969000,3.980000,3.800000,3.821000,3.821000,6663
2012-05-11,3.821000,3.928000,3.800000,3.894000,3.894000,14712
2012-05-12,3.894000,3.908000,3.840000,3.890000,3.890000,3372
2012-05-13,3.890000,3.890000,3.840000,3.840000,3.840000,3881
2012-05-14,3.840000,3.900000,3.805000,3.900000,3.900000,5230
2012-05-15,3.900000,3.986000,3.876000,3.920000,3.920000,7369
2012-05-16,3.920000,3.986000,3.907000,3.917000,3.917000,5300
2012-05-17,3.917000,4.000000,3.914000,3.990000,3.990000,6527
2012-05-18,3.990000,4.142000,3.979000,4.125000,4.125000,17144
2012-05-19,4.125000,4.142000,4.010000,4.010000,4.010000,12969
2012-05-20,4.010000,4.025000,3.950000,4.025000,4.025000,6449
2012-05-21,4.025000,4.109000,3.998000,4.079000,4.079000,7390
2012-05-22,4.079000,4.100000,3.990000,4.093000,4.093000,8702
2012-05-23,4.093000,4.100000,3.990000,4.019000,4.019000,17330
2012-05-24,4.019000,4.092000,3.990000,4.002000,4.002000,8122
2012-05-25,4.002000,4.100000,4.030000,4.089000,4.089000,8239
2012-05-26,4.089000,4.197000,4.050000,4.050000,4.050000,8467
2012-05-27,4.050000,4.150000,4.100000,4.150000,4.150000,4265
2012-05-28,4.150000,4.200000,4.000000,4.040000,4.040000,13464
2012-05-29,4.040000,4.120000,4.040000,4.120000,4.120000,7060
2012-05-30,4.120000,4.149000,4.050000,4.140000,4.140000,6070
2012-05-31,4.140000,4.158000,4.071000,4.158000,4.158000,3761
2012-06-01,4.158000,4.230000,4.130000,4.160000,4.160000,9183
2012-06-02,4.160000,4.176000,4.133000,4.171000,4.171000,2851
2012-06-03,4.171000,4.280000,4.171000,4.240000,4.240000,6901
2012-06-04,4.240000,4.383000,4.200000,4.305000,4.305000,22583
2012-06-05,4.305000,4.454000,4.300000,4.356000,4.356000,19726
2012-06-06,4.356000,4.481000,4.374000,4.382000,4.382000,4893
2012-06-07,4.382000,4.527000,4.400000,4.472000,4.472000,12600
2012-06-08,4.472000,4.605000,4.472000,4.565000,4.565000,18311
2012-06-09,4.565000,4.620000,4.468000,4.510000,4.510000,6579
2012-06-10,4.510000,4.529000,4.427000,4.427000,4.427000,6112
2012-06-11,4.427000,4.500000,4.381000,4.500000,4.500000,6972
2012-06-12,4.500000,4.617000,4.424000,4.574000,4.574000,16240
2012-06-13,4.574000,4.864000,4.585000,4.844000,4.844000,15709
2012-06-14,4.844000,4.855000,4.690000,4.793000,4.793000,26113
2012-06-15,4.793000,5.242000,4.800000,5.242000,5.242000,17840
2012-06-16,5.242000,5.314000,5.087000,5.175000,5.175000,13359
2012-06-17,5.175000,5.238000,4.939000,5.026000,5.026000,13367
2012-06-18,5.026000,5.123000,4.900000,5.118000,5.118000,7108
2012-06-19,5.118000,5.198000,5.088000,5.140000,5.140000,9704
2012-06-20,5.140000,5.437000,5.036000,5.408000,5.408000,20925
2012-06-21,5.408000,5.438000,5.266000,5.329000,5.329000,22723
2012-06-22,5.329000,5.329000,5.159000,5.179000,5.179000,9868
2012-06-23,5.179000,5.323000,5.164000,5.270000,5.270000,6168
2012-06-24,5.270000,5.240000,5.061000,5.120000,5.120000,5154
2012-06-25,5.120000,5.084000,4.958000,4.999000,4.999000,8134
2012-06-26,4.999000,5.200000,4.967000,5.196000,5.196000,17114
2012-06-27,5.196000,5.383000,5.071000,5.191000,5.191000,9130
2012-06-28,5.191000,5.463000,5.148000,5.339000,5.339000,21710
2012-06-29,5.339000,5.491000,5.293000,5.426000,5.426000,23383
2012-06-30,5.426000,5.450000,5.336000,5.336000,5.336000,9143
2012-07-01,5.336000,5.395000,5.250000,5.300000,5.300000,7526
2012-07-02,5.300000,5.500000,5.301000,5.427000,5.427000,11567
2012-07-03,5.427000,5.438000,5.200000,5.250000,5.250000,26629
2012-07-04,5.250000,5.268000,5.200000,5.204000,5.204000,8369
2012-07-05,5.204000,5.350000,5.190000,5.329000,5.329000,13172
2012-07-06,5.329000,5.450000,5.266000,5.450000,5.450000,8656
2012-07-07,5.450000,5.620000,5.359000,5.600000,5.600000,19484
2012-07-08,5.600000,5.663000,5.410000,5.548000,5.548000,16414
2012-07-09,5.548000,5.750000,5.529000,5.745000,5.745000,19542
2012-07-10,5.745000,6.000000,5.597000,5.992000,5.992000,33526
2012-07-11,5.992000,5.993000,5.821000,5.932000,5.932000,10569
2012-07-12,5.932000,6.291000,5.812000,6.291000,6.291000,9189
2012-07-13,6.291000,6.500000,6.135000,6.210000,6.210000,35436
2012-07-14,6.210000,6.362000,6.054000,6.330000,6.330000,7396
2012-07-15,6.330000,6.318000,6.127000,6.218000,6.218000,3577
2012-07-16,6.218000,7.047000,6.216000,6.950000,6.950000,14280
2012-07-17,6.950000,7.603000,6.165000,7.090000,7.090000,43167
2012-07-18,7.090000,7.500000,7.086000,7.288000,7.288000,31235
2012-07-19,7.288000,7.708000,7.093000,7.140000,7.140000,52756
2012-07-20,7.140000,7.215000,6.230000,7.070000,7.070000,54149
2012-07-21,7.070000,7.750000,6.693000,7.363000,7.363000,26979
2012-07-22,7.363000,7.480000,6.880000,7.024000,7.024000,18932
2012-07-23,7.024000,7.402000,6.517000,7.096000,7.096000,36686
2012-07-24,7.096000,7.304000,7.000000,7.150000,7.150000,11607
2012-07-25,7.150000,7.300000,7.000000,7.300000,7.300000,49072
2012-07-26,7.300000,7.374000,7.160000,7.338000,7.338000,13962
2012-07-27,7.338000,7.400000,7.160000,7.241000,7.241000,19163
2012-07-28,7.241000,7.285000,7.004000,7.103000,7.103000,16529
2012-07-29,7.103000,7.269000,7.016000,7.016000,7.016000,3331
2012-07-30,7.016000,7.410000,7.012000,7.250000,7.250000,41485
2012-07-31,7.250000,7.604000,7.250000,7.500000,7.500000,43194
2012-08-01,7.500000,7.748000,7.479000,7.678000,7.678000,28611
2012-08-02,7.678000,8.930000,7.658000,8.559000,8.559000,52054
2012-08-03,8.559000,8.999000,8.453000,8.988000,8.988000,25196
2012-08-04,8.988000,9.350000,8.772000,8.865000,8.865000,22462
2012-08-05,8.865000,8.997000,8.302000,8.835000,8.835000,54300
2012-08-06,8.835000,8.948000,8.500000,8.857000,8.857000,39643
2012-08-07,8.857000,9.100000,8.700000,8.955000,8.955000,43501
2012-08-08,8.955000,9.100000,8.850000,9.000000,9.000000,21042
2012-08-09,9.000000,9.699000,8.695000,9.012000,9.012000,80215
2012-08-10,9.012000,9.321000,9.073000,9.321000,9.321000,20745
2012-08-11,9.321000,9.290000,9.164000,9.290000,9.290000,5859
2012-08-12,9.290000,9.398000,9.164000,9.253000,9.253000,17871
2012-08-13,9.253000,9.700000,9.280000,9.652000,9.652000,45811
2012-08-14,9.652000,9.900000,9.650000,9.900000,9.900000,37984
2012-08-15,9.900000,10.940000,9.838000,10.720000,10.720000,42585
2012-08-16,10.720000,11.000000,10.440000,10.990000,10.990000,43284
2012-08-17,10.990000,12.500000,8.508000,9.541000,9.541000,140710
2012-08-18,9.541000,10.710000,8.933000,9.418000,9.418000,64652
2012-08-19,9.418000,9.503000,6.168000,6.300000,6.300000,74416
2012-08-20,6.300000,8.558000,6.430000,8.075000,8.075000,74969
2012-08-21,8.075000,8.540000,7.945000,8.146000,8.146000,84004
2012-08-22,8.146000,8.248000,7.593000,7.910000,7.910000,70161
2012-08-23,7.910000,8.329000,7.750000,8.317000,8.317000,42547
2012-08-24,8.317000,8.490000,7.950000,8.450000,8.450000,26510
2012-08-25,8.450000,8.678000,8.100000,8.440000,8.440000,44640
2012-08-26,8.440000,8.680000,8.360000,8.676000,8.676000,17201
2012-08-27,8.676000,9.654000,8.501000,8.953000,8.953000,68802
2012-08-28,8.953000,9.102000,8.590000,8.691000,8.691000,29203
2012-08-29,8.691000,9.000000,8.620000,8.641000,8.641000,40794
2012-08-30,8.641000,8.893000,8.540000,8.540000,8.540000,28521
2012-08-31,8.540000,8.780000,7.810000,8.065000,8.065000,48800
2012-09-01,8.065000,8.112000,7.752000,8.100000,8.100000,9409
2012-09-02,8.100000,8.405000,7.850000,8.180000,8.180000,35460
2012-09-03,8.180000,8.400000,8.150000,8.400000,8.400000,13286
2012-09-04,8.400000,8.510000,8.170000,8.360000,8.360000,27697
2012-09-05,8.360000,8.700000,8.260000,8.700000,8.700000,32955
2012-09-06,8.700000,8.900000,8.503000,8.819000,8.819000,26847
2012-09-07,8.819000,8.850000,8.493000,8.603000,8.603000,27345
2012-09-08,8.603000,8.864000,8.401000,8.729000,8.729000,15965
2012-09-09,8.729000,8.800000,8.455000,8.640000,8.640000,21012
2012-09-10,8.640000,8.790000,8.601000,8.640000,8.640000,10166
2012-09-11,8.640000,8.900000,8.351000,8.710000,8.710000,98111
2012-09-12,8.710000,8.900000,8.630000,8.732000,8.732000,22110
2012-09-13,8.732000,9.060000,8.550000,8.800000,8.800000,52164
2012-09-14,8.800000,9.023000,8.751000,9.000000,9.000000,27216
2012-09-15,9.000000,9.010000,8.766000,8.947000,8.947000,24824
2012-09-16,8.947000,9.100000,8.917000,8.980000,8.980000,25933
2012-09-17,8.980000,9.090000,8.961000,8.972000,8.972000,17959
2012-09-18,8.972000,9.429000,8.972000,9.410000,9.410000,39146
2012-09-19,9.410000,9.750000,9.410000,9.457000,9.457000,62343
2012-09-20,9.457000,9.700000,9.316000,9.447000,9.447000,28502
2012-09-21,9.447000,9.680000,9.409000,9.570000,9.570000,26040
2012-09-22,9.570000,9.550000,9.300000,9.400000,9.400000,18425
2012-09-23,9.400000,9.430000,9.121000,9.373000,9.373000,19384
2012-09-24,9.373000,9.490000,9.076000,9.208000,9.208000,34224
2012-09-25,9.208000,9.450000,9.201000,9.312000,9.312000,19647
2012-09-26,9.312000,9.500000,9.310000,9.498000,9.498000,16648
2012-09-27,9.498000,9.650000,9.388000,9.650000,9.650000,25754
2012-09-28,9.650000,9.700000,9.458000,9.582000,9.582000,18478
2012-09-29,9.582000,9.699000,9.551000,9.610000,9.610000,6104
2012-09-30,9.610000,9.689000,9.451000,9.633000,9.633000,9339
2012-10-01,9.633000,9.669000,9.400000,9.548000,9.548000,16363
2012-10-02,9.548000,9.850000,9.548000,9.730000,9.730000,28008
2012-10-03,9.730000,9.990000,9.750000,9.860000,9.860000,36361
2012-10-04,9.860000,10.100000,9.800000,9.800000,9.800000,35234
2012-10-05,9.800000,9.900000,9.700000,9.752000,9.752000,13974
2012-10-06,9.752000,9.900000,9.700000,9.726000,9.726000,30237
2012-10-07,9.726000,9.739000,9.210000,9.210000,9.210000,42669
2012-10-08,9.210000,9.211000,8.211000,9.039000,9.039000,49610
2012-10-09,9.039000,9.500000,8.969000,9.199000,9.199000,38217
2012-10-10,9.199000,9.500000,9.089000,9.401000,9.401000,22073
2012-10-11,9.401000,9.500000,9.267000,9.322000,9.322000,34372
2012-10-12,9.322000,9.426000,9.100000,9.218000,9.218000,48117
2012-10-13,9.218000,9.250000,9.150000,9.150000,9.150000,5528
2012-10-14,9.150000,9.240000,9.040000,9.179000,9.179000,20463
2012-10-15,9.179000,9.235000,8.771000,9.159000,9.159000,34909
2012-10-16,9.159000,9.246000,8.957000,9.100000,9.100000,22305
2012-10-17,9.100000,9.200000,9.060000,9.098000,9.098000,18960
2012-10-18,9.098000,9.225000,9.030000,9.093000,9.093000,22104
2012-10-19,9.093000,9.228000,9.000000,9.000000,9.000000,16647
2012-10-20,9.000000,9.150000,8.950000,9.091000,9.091000,12272
2012-10-21,9.091000,9.090000,8.787000,8.946000,8.946000,14559
2012-10-22,8.946000,9.180000,8.872000,8.938000,8.938000,14796
2012-10-23,8.938000,9.100000,8.589000,8.930000,8.930000,74417
2012-10-24,8.930000,9.050000,8.780000,8.974000,8.974000,15226
2012-10-25,8.974000,8.975000,8.200000,8.349000,8.349000,38323
2012-10-26,8.349000,8.531000,7.650000,7.803000,7.803000,51729
2012-10-27,7.803000,8.425000,7.742000,8.088000,8.088000,25639
2012-10-28,8.088000,8.303000,8.025000,8.270000,8.270000,8233
2012-10-29,8.270000,8.443000,8.000000,8.300000,8.300000,24087
2012-10-30,8.300000,8.340000,8.151000,8.265000,8.265000,19875
2012-10-31,8.265000,8.621000,8.287000,8.621000,8.621000,27815
2012-11-01,8.621000,8.775000,8.030000,8.252000,8.252000,26323
2012-11-02,8.252000,8.524000,8.100000,8.200000,8.200000,18590
2012-11-03,8.200000,8.432000,8.161000,8.250000,8.250000,6023
2012-11-04,8.250000,8.390000,8.175000,8.340000,8.340000,7263
2012-11-05,8.340000,8.490000,8.200000,8.279000,8.279000,23515
